"Countryres","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","CurrentOccup","Timeinposyr","Timeinposmn","Communitysize","MaritalStatus","Numsons","Numdaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","UCONSPRO","OTHCONSPRO","dpmean","aipmean","gpmean","swlsmean","Rank","RankChng","HDI","HDICHNG","HDICAT"
"Australia",37.5,"Male","Yes Kids","dip","full-time",45000,"",8,0,"Rural/Country","Married","2",0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,"no","no",2.2,3,3,2.4,"2","(1)",0.939,"0.002","Very High"
"Australia",23,"Female","No Kids","deg","student",15000,"",5,6,"Village","Single","0",0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,"yes","yes",3.4,4.4,4.35,3,"2","(1)",0.939,"0.002","Very High"
"Australia",25,"Male","No Kids","ma","unemployed",10000,"",0,0,"Small Town","Married","0",0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes",3.2,3.53333333333333,4,2.2,"2","(1)",0.939,"0.002","Very High"
"Australia",23,"Female","No Kids","ltuni","full-time",35000,"",0,6,"Village","Single","0",0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes",3.8,3.53333333333333,4,2,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Male","No Kids","lthigh","full-time",67500,"",9,0,"Village","Married","0",0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes",4.2,3.2,3.75,1.4,"2","(1)",0.939,"0.002","Very High"
"Australia",25,"Male","No Kids","deg","student",25000,"",0,6,"Village","Single","0",0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,"yes","yes",3.4,3.8,3.2,1.6,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Male","No Kids","deg","full-time",87500,"",2,0,"Village","Single","0",0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,"yes","yes",3.6,4,4,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Female","No Kids","ma","full-time",67500,"",3,0,"Rural/Country","Single","0",0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,"yes","no",3.2,3.93333333333333,3.95,3.6,"2","(1)",0.939,"0.002","Very High"
"Australia",28,"Male","Yes Kids","ma","full-time",55000,"",7,0,"Village","Married","0",1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,"no","no",1.8,1.93333333333333,2.2,4.2,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Male","No Kids","ma","full-time",150000,"",4,1,"Village","Widowed","0",0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,"yes","yes",3.6,3.73333333333333,3.7,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Male","No Kids","deg","unemployed",10000,"",5,0,"Village","Married","0",0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes",4.6,2.6,3.55,3.6,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Male","Yes Kids","high","full-time",150000,"",1,0,"Rural/Country","Married","1",2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no",1.2,1,1.75,2.6,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Male","Yes Kids","high","full-time",45000,"",0,0,"Village","Divorced","4",1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes",2.2,3.4,3.2,2.4,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Male","Yes Kids","ltuni","full-time",87500,"",0,0,"Village","Divorced","1",1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.8,3.93333333333333,3.45,2,"2","(1)",0.939,"0.002","Very High"
"Australia",28,"Female","No Kids","ltuni","full-time",55000,"",3,4,"Medium-Sized","Married","0",0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",3.4,1.6,2.5,1.2,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Female","Yes Kids","lthigh","full-time",55000,"",0,0,"Medium-Sized","Married","1",1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.4,3.4,3.85,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Female","No Kids","ltuni","full-time",67500,"",6,1,"Village","Married","0",0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3,3.6,3.35,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Male","Yes Kids","ltuni","part-time",45000,"",3,10,"Village","Married","1",3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.2,3.46666666666667,3.8,1.4,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Female","Yes Kids","deg","full-time",45000,"",0,0,"Large Town","Married","1",0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",4.4,3,3.05,3,"2","(1)",0.939,"0.002","Very High"
"Australia",20,"Male","No Kids","deg","part-time",15000,"",4,7,"Rural/Country","Single","0",0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,4.05,3.8,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Female","No Kids","","full-time",67500,"",6,0,"Village","Married","0",0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.6,1.6,1.5,4.8,"2","(1)",0.939,"0.002","Very High"
"Australia",24,"Female","No Kids","ltuni","student",15000,"",5,0,"Village","Single","0",0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",3.4,4,4.15,1.2,"2","(1)",0.939,"0.002","Very High"
"Australia",55,"Female","Yes Kids","deg","full-time",87500,"",5,0,"Village","Married","1",1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,"yes","yes",3.4,3.93333333333333,3.4,3.8,"2","(1)",0.939,"0.002","Very High"
"Australia",28,"Female","No Kids","deg","full-time",87500,"",2,0,"Village","Married","0",0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,"yes","yes",2,2.33333333333333,3,4.8,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Female","No Kids","ltuni","full-time",45000,"",1,9,"Village","Married","0",0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,"yes","no",3.2,2.6,2.7,3.4,"2","(1)",0.939,"0.002","Very High"
"Australia",23,"Male","No Kids","dip","full-time",67500,"",5,5,"Medium-Sized","Single","0",0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,"yes","yes",3.6,3.06666666666667,3.65,1.8,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Female","No Kids","deg","full-time",55000,"",14,0,"Village","Married","0",0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,"no","no",1.6,1.53333333333333,1.6,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Female","Yes Kids","deg","part-time",67500,"",0,3,"Village","Married","1",0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.2,2.2,2.8,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Male","Yes Kids","ma","full-time",150000,"",14,0,"Village","Divorced","1",1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,"yes","yes",3.2,3.66666666666667,3.75,2.8,"2","(1)",0.939,"0.002","Very High"
"Australia",45,"Male","No Kids","ltuni","full-time",67500,"",0,0,"Village","Married","0",0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,"yes","no",1.6,1.53333333333333,2.4,4.8,"2","(1)",0.939,"0.002","Very High"
"Australia",32.5,"Female","Yes Kids","dip","part-time",45000,"",10,0,"Large Town","Married","2",1,4,4,4,3,3,4,3,5,4,3,2,5,3,4,4,4,4,4,3,3,3,4,5,4,5,3,2,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,"yes","yes",3.6,3.66666666666667,3.7,2.8,"2","(1)",0.939,"0.002","Very High"
"Australia",24,"Female","No Kids","deg","full-time",45000,"",3,0,"Small Town","Single","0",0,3,4,4,4,4,1,2,4,3,3,2,4,2,1,2,3,2,5,1,2,3,4,3,2,5,2,3,4,4,4,4,4,1,4,2,5,4,3,4,4,2,2,2,2,2,"yes","yes",3.8,2.46666666666667,3.45,2,"2","(1)",0.939,"0.002","Very High"
"Australia",22,"Female","No Kids","ltuni","part-time",10000,"",1,0,"Small Town","Married","0",0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,"yes","yes",4.6,4,4.35,3.2,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Female","Yes Kids","lthigh","part-time",35000,"",3,0,"Small Town","Married","2",2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",3.4,2.06666666666667,2.35,3.6,"2","(1)",0.939,"0.002","Very High"
"Australia",37.5,"Male","Yes Kids","ltuni","full-time",NA,"",12,0,"Small Town","Separated","0",1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.2,3,3.35,2.8,"2","(1)",0.939,"0.002","Very High"
"Australia",22,"Female","No Kids","deg","full-time",35000,"",0,6,"Village","Single","0",0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,"yes","yes",3.2,2.86666666666667,2.9,3.8,"2","(1)",0.939,"0.002","Very High"
"Austria",37.5,"Female","No Kids","ltuni","part-time",15000,"",10,0,"Village","Married","0",0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.2,4.2,4.3,1.8,"24","",0.893,"0.001","Very High"
"Austria",55,"Female","No Kids","ltuni","full-time",35000,"LANGUAGE TRAINER",14,0,"Large Town","Married","0",0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",4.4,3.13333333333333,3.75,3.4,"24","",0.893,"0.001","Very High"
"Austria",32.5,"Male","No Kids","deg","part-time",35000,"EDITOR",0,2,"Medium-Sized","Married","0",0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.6,2.73333333333333,3.25,2.6,"24","",0.893,"0.001","Very High"
"Bahamas",55,"Female","No Kids","ma","full-time",67500,"MANAGER",2,0,"Medium-Sized","Single","0",0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.4,3,3.6,2,"58","",0.792,"0.002","High"
"Barbados",23,"Female","No Kids","deg","student",NA,"NA",3,0,"Small Town","Single","0",0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2,"54","",0.795,"0.001","High"
"Belgium",22,"Female","Yes Kids","high","part-time",25000,"MANAGER",5,3,"Small Town","Divorced","3",2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",5,3.13333333333333,3,4.2,"22","(1)",0.896,"0.001","Very High"
"Belgium",22,"Female","No Kids","deg","part-time",67500,"NA",2,3,"Small Town","Single","0",0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes","",2.6,3.2,2.75,3.2,"22","(1)",0.896,"0.001","Very High"
"Belgium",28,"Female","Yes Kids","ma","student",NA,"NA",4,0,"Village","Married","2",0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",5,4.6,4.5,2,"22","(1)",0.896,"0.001","Very High"
"Belgium",45,"Male","No Kids","ma","unemployed",55000,"NA",3,0,"Large-City","Divorced","0",0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",2.6,3,3.75,1,"22","(1)",0.896,"0.001","Very High"
"Belgium",55,"Female","Yes Kids","deg","full-time",87500,"NA",17,5,"","Separated","0",2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3,3.46666666666667,3.25,2,"22","(1)",0.896,"0.001","Very High"
"Belgium",45,"Male","Yes Kids","ma","full-time",250000,"",14,0,"Village","Married","0",2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",3,2.26666666666667,2.75,3.8,"22","(1)",0.896,"0.001","Very High"
"Belgium",28,"Male","No Kids","ma","student",15000,"",1,0,"Small Town","Single","0",0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.33333333333333,3.6,2.6,"22","(1)",0.896,"0.001","Very High"
"Belgium",55,"Male","Yes Kids","ma","full-time",15000,"",NA,0,"Village","Separated","1",0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,"yes","yes",2.8,3.86666666666667,3.8,2.2,"22","(1)",0.896,"0.001","Very High"
"Belgium",28,"Male","No Kids","deg","full-time",25000,"",3,0,"Small Town","Married","0",0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.2,3.13333333333333,3.15,3,"22","(1)",0.896,"0.001","Very High"
"Bolivia",45,"Male","Yes Kids","deg","part-time",35000,"",0,0,"Village","Married","1",1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",3.2,2.93333333333333,2.9,3.6,"118","",0.674,"0.003","Medium"
"Botswana",37.5,"Female","No Kids","deg","student",10000,"NA",3,1,"Village","Widowed","0",0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",1.4,3,3.05,1.8,"108","(1)",0.698,"","Medium"
"Brazil",20,"Female","No Kids","ltuni","student",10000,"NA",0,0,"Large-City","Single","0",0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",3.8,4.4,4.4,3.4,"79","",0.754,"","High"
"Brazil",45,"Female","No Kids","dip","full-time",15000,"JOURNALIST",7,0,"Large-City","Single","0",0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.4,4.26666666666667,4.2,2.2,"79","",0.754,"","High"
"Brazil",25,"Male","No Kids","deg","full-time",67500,"TECHNICAL",4,0,"Large-City","Single","0",0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.2,2.93333333333333,3,3.8,"79","",0.754,"","High"
"Brazil",45,"Female","Yes Kids","deg","full-time",15000,"TRANSLATOR",10,10,"Large-City","Married","1",1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","",4,3.13333333333333,3.65,2.8,"79","",0.754,"","High"
"Brazil",28,"Male","No Kids","high","part-time",10000,"TRAINEE",0,5,"Large-City","Married","0",0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.6,1.66666666666667,2.25,2.8,"79","",0.754,"","High"
"Brazil",28,"Male","No Kids","ltuni","full-time",45000,"WEB DESIGNER",8,7,"Large-City","Single","0",0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.6,4.26666666666667,4.35,2,"79","",0.754,"","High"
"Brazil",28,"Male","No Kids","deg","full-time",25000,"NA",6,0,"Large-City","Single","0",0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.4,2.6,2.75,4.2,"79","",0.754,"","High"
"Brazil",37.5,"Male","Yes Kids","phd","full-time",150000,"ENGINEER",8,0,"Medium-Sized","Married","1",0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.86666666666667,3.55,3,"79","",0.754,"","High"
"Brazil",28,"Male","No Kids","phd","student",15000,"NA",0,1,"","Married","0",0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.66666666666667,4.6,1.2,"79","",0.754,"","High"
"Brazil",23,"Male","No Kids","ltuni","student",NA,"NA",0,0,"Large-City","Single","0",0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4.2,2.93333333333333,3.4,3.4,"79","",0.754,"","High"
"Brazil",55,"Female","No Kids","deg","full-time",10000,"MUSICIAN",23,0,"Large-City","Single","0",0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.8,1.4,2.6,2,"79","",0.754,"","High"
"Brazil",37.5,"Female","Yes Kids","deg","full-time",55000,"NA",1,0,"Large-City","Married","2",1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.46666666666667,2.4,4.8,"79","",0.754,"","High"
"Brazil",45,"Male","Yes Kids","phd","full-time",45000,"COLLEGE PROFESSOR",3,0,"Large-City","Married","0",1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.6,3.2,3.65,3.2,"79","",0.754,"","High"
"Brazil",24,"Male","No Kids","dip","unemployed",10000,"NA",0,0,"Large-City","Single","0",0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3,2.93333333333333,3.65,1.6,"79","",0.754,"","High"
"Brazil",22,"Male","No Kids","ltuni","student",150000,"",3,0,"Village","Single","0",0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.2,4,3.8,1.6,"79","",0.754,"","High"
"Brazil",23,"Male","No Kids","ltuni","part-time",10000,"",0,1,"Small Town","Single","0",0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.4,3.53333333333333,3.15,1.8,"79","",0.754,"","High"
"Brazil",22,"Male","No Kids","ltuni","student",NA,"NA",NA,0,"Large-City","Single","0",0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,"yes","yes",3.4,3.4,3.7,2.4,"79","",0.754,"","High"
"Brazil",45,"Male","No Kids","deg","full-time",45000,"",10,0,"Village","Married","0",0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3.2,4.33333333333333,3.95,2.2,"79","",0.754,"","High"
"Brazil",37.5,"Male","No Kids","ma","full-time",87500,"",12,6,"Village","Single","0",0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.45,2.2,"79","",0.754,"","High"
"Bulgaria",28,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Village","Married","0",0,5,5,5,5,4,1,1,3,1,5,5,5,4,5,5,5,3,2,1,2,5,3,4,3,4,2,5,4,5,5,1,5,3,3,5,2,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3.2,3.95,1,"56","(1)",0.794,"0.002","High"
"Bulgaria",55,"Female","Yes Kids","phd","full-time",10000,"",NA,0,"Small Town","Widowed","1",0,4,4,3,3,3,2,1,1,3,2,3,2,4,1,4,4,2,3,2,2,4,3,1,4,3,2,4,3,4,3,3,4,2,2,3,3,3,3,4,1,1,3,2,3,2,"yes","no",3.4,2.4,2.95,2.2,"56","(1)",0.794,"0.002","High"
"Canada",55,"Male","Yes Kids","ltuni","student",10000,"",0,11,"8","Divorced","4",1,2,3,3,2,2,2,1,1,1,1,2,2,1,1,1,3,2,5,1,1,3,2,2,2,3,2,4,3,4,1,5,4,2,4,2,5,4,2,5,2,5,4,5,5,5,"yes","yes",2.4,1.66666666666667,3.05,4.8,"10","(1)",0.92,"0.001","Very High"
"Canada",45,"Male","No Kids","deg","full-time",NA,"",14,0,"Small Town","","0",0,1,3,3,3,3,2,2,3,2,4,3,3,3,3,3,1,2,1,3,1,4,3,3,4,4,1,4,3,4,1,3,4,2,4,3,3,3,4,4,4,4,4,3,3,3,"yes","yes",2.6,2.4,3.25,3.4,"10","(1)",0.92,"0.001","Very High"
